Dataset,Algorithm,Number of classes,Train size,Test size,CV index,MCC,TS,Specificity,AUC,Accuracy,Precision,Recall,F1,TN,FP,FN,TP,Train time [s],Prediction time [s],Mixed
haberman,DT_GA-C,-1,-1,-1,10,0.2638224265055431,0.2727272727272727,0.8636363636363636,0.6193181818181818,0.7333333333333333,0.7138888888888888,0.7333333333333333,0.7200828157349897,19,3,5,3,0.4101686477661133,-1,0.6811961718303275
haberman,DT_Oblique-C,-1,-1,-1,1,0.0281160778557766,0.1875,0.6956521739130435,0.5144927536231884,0.59375,0.6071022727272727,0.59375,0.5999269005847953,16,7,6,3,0.4442718029022217,-1,0.5474538523117611
haberman,DT_Oblique-C,-1,-1,-1,2,0.3815423097920998,0.3846153846153846,0.782608695652174,0.703804347826087,0.7419354838709677,0.7649769585253455,0.7419354838709677,0.7504072987943956,18,5,3,5,0.3845760822296142,-1,0.7156622186753393
haberman,DT_Oblique-C,-1,-1,-1,3,0.1789296238096974,0.2666666666666666,0.6956521739130435,0.5978260869565217,0.6451612903225806,0.6873900293255133,0.6451612903225806,0.6607967781419039,16,7,4,4,0.3836922645568847,-1,0.6122851271167885
haberman,DT_Oblique-C,-1,-1,-1,4,0.3260869565217391,0.3333333333333333,0.8260869565217391,0.6630434782608695,0.7419354838709677,0.7419354838709677,0.7419354838709677,0.7419354838709677,19,4,4,4,0.4211132526397705,-1,0.7016830294530154
haberman,DT_Oblique-C,-1,-1,-1,5,0.0661340003639639,0.2,0.6956521739130435,0.5353260869565217,0.6129032258064516,0.6427035330261136,0.6129032258064516,0.6256109481915932,16,7,5,3,0.3743293285369873,-1,0.567919085645661
haberman,DT_Oblique-C,-1,-1,-1,6,-0.1066003581778052,0.125,0.6363636363636364,0.4431818181818182,0.5333333333333333,0.5666666666666667,0.5333333333333333,0.548148148148148,14,8,6,2,0.3928618431091308,-1,0.48110937603050363
haberman,DT_Oblique-C,-1,-1,-1,7,-0.2010075630518424,0.0,0.8636363636363636,0.4318181818181818,0.6333333333333333,0.5160493827160494,0.6333333333333333,0.5687074829931973,19,3,8,0,0.3714590072631836,-1,0.5368126970438164
haberman,DT_Oblique-C,-1,-1,-1,8,0.380198765217406,0.3636363636363636,0.8636363636363636,0.6818181818181818,0.7666666666666667,0.7581780538302278,0.7666666666666667,0.7614814814814815,19,3,4,4,0.4272875785827636,-1,0.7263127803463211
haberman,DT_Oblique-C,-1,-1,-1,9,0.2631806779839076,0.3076923076923077,0.7727272727272727,0.6363636363636364,0.7,0.7121693121693122,0.7,0.7053351573187414,17,5,4,4,0.4115047454833984,-1,0.6633129540531155
haberman,DT_Oblique-C,-1,-1,-1,10,0.0986927542439653,0.2142857142857142,0.7272727272727273,0.5511363636363636,0.6333333333333333,0.6476190476190475,0.6333333333333333,0.6398540811673507,16,6,5,3,0.3864011764526367,-1,0.5873534688810295
haberman,EACH-C,-1,-1,-1,1,-0.1123508829409707,0.0,0.9565217391304348,0.4782608695652174,0.6875,0.5100806451612904,0.6875,0.5856481481481481,22,1,9,0,0.3747589588165283,-1,0.5893158359371029
haberman,EACH-C,-1,-1,-1,2,0.0,0.0,1.0,0.5,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,23,0,8,0,0.3051316738128662,-1,0.6355879292403747
haberman,EACH-C,-1,-1,-1,3,0.3095695936834451,0.125,1.0,0.5625,0.7741935483870968,0.8268817204301075,0.7741935483870968,0.7012916751200381,23,0,7,1,0.3033556938171386,-1,0.7013790173185808
haberman,EACH-C,-1,-1,-1,4,0.0,0.0,1.0,0.5,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,23,0,8,0,0.3063194751739502,-1,0.6355879292403747
haberman,EACH-C,-1,-1,-1,5,0.0,0.0,1.0,0.5,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,23,0,8,0,0.2839233875274658,-1,0.6355879292403747
haberman,EACH-C,-1,-1,-1,6,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,0.3455004692077636,-1,0.6302222222222222
haberman,EACH-C,-1,-1,-1,7,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,0.2810647487640381,-1,0.6302222222222222
haberman,EACH-C,-1,-1,-1,8,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,0.3643317222595215,-1,0.6302222222222222
haberman,EACH-C,-1,-1,-1,9,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,0.3175728321075439,-1,0.5968618899374634
haberman,EACH-C,-1,-1,-1,10,-0.3079408810257198,0.2333333333333333,0.0,0.4375,0.2333333333333333,0.064367816091954,0.2333333333333333,0.1009009009009009,0,22,1,7,0.3086521625518799,-1,0.24740468008664504
haberman,GPR,-1,-1,-1,1,0.2809003238667948,0.3076923076923077,0.8260869565217391,0.6352657004830917,0.71875,0.7096354166666666,0.71875,0.7134699624530664,19,4,5,4,11.60552453994751,-1,0.6767233449976875
haberman,GPR,-1,-1,-1,2,0.3056574897416987,0.2222222222222222,0.9565217391304348,0.6032608695652174,0.7741935483870968,0.7549923195084485,0.7741935483870968,0.73394284399977,22,1,6,2,9.13008165359497,-1,0.7076432899014976
haberman,GPR,-1,-1,-1,3,0.342685147574115,0.3,0.9130434782608696,0.6440217391304348,0.7741935483870968,0.7540942928039702,0.7741935483870968,0.7550514002126906,21,2,5,3,9.517204999923706,-1,0.7195041192839814
haberman,GPR,-1,-1,-1,4,0.4327220698023639,0.3333333333333333,0.9565217391304348,0.6657608695652174,0.8064516129032258,0.7980884109916367,0.8064516129032258,0.7819354838709678,22,1,5,3,9.307767391204834,-1,0.7526432589625611
haberman,GPR,-1,-1,-1,5,0.2104447867768966,0.25,0.8260869565217391,0.6005434782608696,0.7096774193548387,0.6979646697388632,0.7096774193548387,0.7030885380919698,19,4,5,3,10.956683158874512,-1,0.6572104447752971
haberman,GPR,-1,-1,-1,6,0.337099931231621,0.3,0.9090909090909092,0.6420454545454546,0.7666666666666667,0.7466666666666667,0.7666666666666667,0.7471903982542282,20,2,5,3,11.260702133178713,-1,0.7139231783797628
haberman,GPR,-1,-1,-1,7,0.0502518907629606,0.1,0.9090909090909092,0.5170454545454546,0.7,0.6320987654320988,0.7,0.6471243042671614,20,2,7,1,10.695363283157349,-1,0.6196857146279349
haberman,GPR,-1,-1,-1,8,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,9.658995151519775,-1,0.5968618899374634
haberman,GPR,-1,-1,-1,9,0.4432026302139591,0.25,1.0,0.625,0.8,0.8428571428571429,0.8,0.752,22,0,6,2,9.863417387008669,-1,0.7418029886535551
haberman,GPR,-1,-1,-1,10,0.4287014870920849,0.3333333333333333,0.9545454545454546,0.6647727272727273,0.8,0.7923076923076924,0.8,0.775,21,1,5,3,9.12582516670227,-1,0.7482095498790798
haberman,Hider-C,-1,-1,-1,1,0.3050830778329604,0.2727272727272727,0.9130434782608696,0.6231884057971014,0.75,0.7277777777777777,0.75,0.7242857142857143,21,2,6,3,1.3525440692901611,-1,0.6967517384327109
haberman,Hider-C,-1,-1,-1,2,0.2128141326896871,0.2,0.9130434782608696,0.5815217391304348,0.7419354838709677,0.7060931899641577,0.7419354838709677,0.7092473118279571,21,2,6,2,1.4853277206420898,-1,0.6741185779138984
haberman,Hider-C,-1,-1,-1,3,0.3056574897416987,0.2222222222222222,0.9565217391304348,0.6032608695652174,0.7741935483870968,0.7549923195084485,0.7741935483870968,0.73394284399977,22,1,6,2,1.294032335281372,-1,0.7076432899014976
haberman,Hider-C,-1,-1,-1,4,0.342685147574115,0.3,0.9130434782608696,0.6440217391304348,0.7741935483870968,0.7540942928039702,0.7741935483870968,0.7550514002126906,21,2,5,3,1.253136396408081,-1,0.7195041192839814
haberman,Hider-C,-1,-1,-1,5,0.342685147574115,0.3,0.9130434782608696,0.6440217391304348,0.7741935483870968,0.7540942928039702,0.7741935483870968,0.7550514002126906,21,2,5,3,1.1994102001190186,-1,0.7195041192839814
haberman,Hider-C,-1,-1,-1,6,0.2069593385961789,0.2,0.9090909090909092,0.5795454545454545,0.7333333333333333,0.6974358974358974,0.7333333333333333,0.7,20,2,6,2,1.2834770679473877,-1,0.667871276953119
haberman,Hider-C,-1,-1,-1,7,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,1.196441650390625,-1,0.5968618899374634
haberman,Hider-C,-1,-1,-1,8,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,1.3200876712799072,-1,0.5968618899374634
haberman,Hider-C,-1,-1,-1,9,0.3015113445777636,0.2222222222222222,0.9545454545454546,0.6022727272727274,0.7666666666666667,0.7481481481481481,0.7666666666666667,0.7255411255411256,21,1,6,2,1.355560302734375,-1,0.7025587322120532
haberman,Hider-C,-1,-1,-1,10,0.1410190187044415,0.1111111111111111,0.9545454545454546,0.5397727272727273,0.7333333333333333,0.6833333333333333,0.7333333333333333,0.6693333333333334,21,1,7,1,1.264707088470459,-1,0.654210041844313
haberman,NSLV-C,-1,-1,-1,1,0.2757127976394358,0.2,0.9565217391304348,0.5893719806763286,0.75,0.7327586206896551,0.75,0.7019230769230769,22,1,7,2,1.4793381690979004,-1,0.6875612520758749
haberman,NSLV-C,-1,-1,-1,2,0.2128141326896871,0.2,0.9130434782608696,0.5815217391304348,0.7419354838709677,0.7060931899641577,0.7419354838709677,0.7092473118279571,21,2,6,2,1.369110345840454,-1,0.6741185779138984
haberman,NSLV-C,-1,-1,-1,3,0.2708681694429807,0.2727272727272727,0.8695652173913043,0.6222826086956521,0.7419354838709677,0.7225806451612904,0.7419354838709677,0.7288786482334868,20,3,5,3,0.939471960067749,-1,0.6879000003375066
haberman,NSLV-C,-1,-1,-1,4,0.1422466650307647,0.1818181818181818,0.8695652173913043,0.5597826086956521,0.7096774193548387,0.6739454094292804,0.7096774193548387,0.685066085987745,20,3,6,2,1.2313995361328125,-1,0.6425452278464244
haberman,NSLV-C,-1,-1,-1,5,0.2708681694429807,0.2727272727272727,0.8695652173913043,0.6222826086956521,0.7419354838709677,0.7225806451612904,0.7419354838709677,0.7288786482334868,20,3,5,3,1.039456844329834,-1,0.6879000003375066
haberman,NSLV-C,-1,-1,-1,6,0.1348399724926484,0.1818181818181818,0.8636363636363636,0.5568181818181819,0.7,0.6639999999999999,0.7,0.6749590834697218,19,3,6,2,0.8724639415740967,-1,0.6351692713519052
haberman,NSLV-C,-1,-1,-1,7,0.3015113445777636,0.2222222222222222,0.9545454545454546,0.6022727272727274,0.7666666666666667,0.7481481481481481,0.7666666666666667,0.7255411255411256,21,1,6,2,0.6328854560852051,-1,0.7025587322120532
haberman,NSLV-C,-1,-1,-1,8,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,1.3339965343475342,-1,0.5968618899374634
haberman,NSLV-C,-1,-1,-1,9,0.3015113445777636,0.2222222222222222,0.9545454545454546,0.6022727272727274,0.7666666666666667,0.7481481481481481,0.7666666666666667,0.7255411255411256,21,1,6,2,0.7536311149597168,-1,0.7025587322120532
haberman,NSLV-C,-1,-1,-1,10,0.1410190187044415,0.1111111111111111,0.9545454545454546,0.5397727272727273,0.7333333333333333,0.6833333333333333,0.7333333333333333,0.6693333333333334,21,1,7,1,0.7157280445098877,-1,0.654210041844313
haberman,OCEC-C,-1,-1,-1,1,0.0281160778557766,0.1875,0.6956521739130435,0.5144927536231884,0.59375,0.6071022727272727,0.59375,0.5999269005847953,16,7,6,3,0.6633789539337158,-1,0.5474538523117611
haberman,OCEC-C,-1,-1,-1,2,0.2104447867768966,0.25,0.8260869565217391,0.6005434782608696,0.7096774193548387,0.6979646697388632,0.7096774193548387,0.7030885380919698,19,4,5,3,0.7113182544708252,-1,0.6572104447752971
haberman,OCEC-C,-1,-1,-1,3,0.1367041492012887,0.25,0.6521739130434783,0.5760869565217391,0.6129032258064516,0.6717600452744766,0.6129032258064516,0.6331797235023042,15,8,4,4,0.6863481998443604,-1,0.5829547665260323
haberman,OCEC-C,-1,-1,-1,4,0.5907572161912834,0.5384615384615384,0.782608695652174,0.828804347826087,0.8064516129032258,0.853423882286361,0.8064516129032258,0.816589861751152,18,5,1,7,0.6215789318084717,-1,0.8035291811510912
haberman,OCEC-C,-1,-1,-1,5,0.2880551715312869,0.3333333333333333,0.6956521739130435,0.6603260869565217,0.6774193548387096,0.7323146576117713,0.6774193548387096,0.6943164362519202,16,7,3,5,0.6356427669525146,-1,0.656479571401052
haberman,OCEC-C,-1,-1,-1,6,0.3181818181818182,0.3333333333333333,0.8181818181818182,0.659090909090909,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,18,4,4,4,0.6226556301116943,-1,0.6945454545454545
haberman,OCEC-C,-1,-1,-1,7,0.1348399724926484,0.1818181818181818,0.8636363636363636,0.5568181818181819,0.7,0.6639999999999999,0.7,0.6749590834697218,19,3,6,2,0.6362853050231934,-1,0.6351692713519052
haberman,OCEC-C,-1,-1,-1,8,0.337099931231621,0.3,0.9090909090909092,0.6420454545454546,0.7666666666666667,0.7466666666666667,0.7666666666666667,0.7471903982542282,20,2,5,3,0.6023499965667725,-1,0.7139231783797628
haberman,OCEC-C,-1,-1,-1,9,0.3853551092995474,0.4,0.6818181818181818,0.715909090909091,0.7,0.7701357466063349,0.7,0.7164835164835165,15,7,2,6,0.6123528480529785,-1,0.6916381791589306
haberman,OCEC-C,-1,-1,-1,10,-0.0811273914314836,0.1904761904761904,0.4090909090909091,0.4545454545454545,0.4333333333333333,0.5704374057315234,0.4333333333333333,0.4624761904761904,9,13,4,4,0.6066641807556152,-1,0.4196170158665171
haberman,OIGA-C,-1,-1,-1,1,0.0,0.0,1.0,0.5,0.71875,0.5166015625,0.71875,0.6011363636363636,23,0,9,0,2.216829538345337,-1,0.6211425781250001
haberman,OIGA-C,-1,-1,-1,2,-0.1076763804116331,0.0,0.9565217391304348,0.4782608695652174,0.7096774193548387,0.5440860215053763,0.7096774193548387,0.6159464394400487,22,1,8,0,2.103801965713501,-1,0.6034474105259354
haberman,OIGA-C,-1,-1,-1,3,0.4452817782808606,0.25,1.0,0.625,0.8064516129032258,0.8464961067853171,0.8064516129032258,0.7595533498759305,23,0,6,2,2.7583024501800537,-1,0.7456372813500831
haberman,OIGA-C,-1,-1,-1,4,0.0,0.0,1.0,0.5,0.7419354838709677,0.5504682622268471,0.7419354838709677,0.6320191158900836,23,0,8,0,2.0141303539276123,-1,0.6355879292403747
haberman,OIGA-C,-1,-1,-1,5,0.1452005798741936,0.1111111111111111,0.9565217391304348,0.5407608695652174,0.7419354838709677,0.6918798665183536,0.7419354838709677,0.6794044665012406,22,1,7,1,2.015941381454468,-1,0.6599728862747466
haberman,OIGA-C,-1,-1,-1,6,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,1.955257654190064,-1,0.6302222222222222
haberman,OIGA-C,-1,-1,-1,7,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,1.8454997539520264,-1,0.5968618899374634
haberman,OIGA-C,-1,-1,-1,8,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,2.455442428588867,-1,0.6302222222222222
haberman,OIGA-C,-1,-1,-1,9,-0.161164592805076,0.0,0.9090909090909092,0.4545454545454545,0.6666666666666666,0.5238095238095238,0.6666666666666666,0.5866666666666667,20,2,8,0,3.2819161415100098,-1,0.5666170950350709
haberman,OIGA-C,-1,-1,-1,10,0.3079408810257198,0.125,1.0,0.5625,0.7666666666666667,0.8229885057471265,0.7666666666666667,0.6919389978213508,22,0,7,1,2.075951337814331,-1,0.696963136005309
haberman,PGIRLA-C,-1,-1,-1,1,0.0,0.0,1.0,0.5,0.71875,0.5166015625,0.71875,0.6011363636363636,23,0,9,0,1.8242435455322263,-1,0.6211425781250001
haberman,PGIRLA-C,-1,-1,-1,2,-0.1548806185324732,0.0,0.9130434782608696,0.4565217391304348,0.6774193548387096,0.5372636262513905,0.6774193548387096,0.5992555831265507,21,2,8,0,1.8528082370758057,-1,0.5743084911994101
haberman,PGIRLA-C,-1,-1,-1,3,0.3056574897416987,0.2222222222222222,0.9565217391304348,0.6032608695652174,0.7741935483870968,0.7549923195084485,0.7741935483870968,0.73394284399977,22,1,6,2,1.7294085025787354,-1,0.7076432899014976
haberman,PGIRLA-C,-1,-1,-1,4,-0.1076763804116331,0.0,0.9565217391304348,0.4782608695652174,0.7096774193548387,0.5440860215053763,0.7096774193548387,0.6159464394400487,22,1,8,0,1.7055625915527344,-1,0.6034474105259354
haberman,PGIRLA-C,-1,-1,-1,5,-0.1076763804116331,0.0,0.9565217391304348,0.4782608695652174,0.7096774193548387,0.5440860215053763,0.7096774193548387,0.6159464394400487,22,1,8,0,1.7267191410064695,-1,0.6034474105259354
haberman,PGIRLA-C,-1,-1,-1,6,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,1.6879844665527344,-1,0.6302222222222222
haberman,PGIRLA-C,-1,-1,-1,7,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,1.712355136871338,-1,0.6302222222222222
haberman,PGIRLA-C,-1,-1,-1,8,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,1.6859209537506104,-1,0.6302222222222222
haberman,PGIRLA-C,-1,-1,-1,9,0.0,0.0,1.0,0.5,0.7333333333333333,0.5377777777777778,0.7333333333333333,0.6205128205128204,22,0,8,0,1.7115585803985596,-1,0.6302222222222222
haberman,PGIRLA-C,-1,-1,-1,10,0.3079408810257198,0.125,1.0,0.5625,0.7666666666666667,0.8229885057471265,0.7666666666666667,0.6919389978213508,22,0,7,1,1.6464757919311523,-1,0.696963136005309
haberman,Ripper-C,-1,-1,-1,1,0.2367149758454106,0.3333333333333333,0.3478260869565217,0.6183574879227053,0.5,0.7367149758454106,0.5,0.5,8,15,1,8,0.4146046638488769,-1,0.5265700483091788
haberman,Ripper-C,-1,-1,-1,2,-0.0661340003639639,0.2083333333333333,0.3043478260869565,0.4646739130434782,0.3870967741935484,0.5807987711213517,0.3870967741935484,0.4037482724913203,7,16,3,5,0.5390801429748535,-1,0.3932560295617123
haberman,Ripper-C,-1,-1,-1,3,0.2586303000559358,0.3076923076923077,0.217391304347826,0.6086956521739131,0.4193548387096774,0.8213399503722084,0.4193548387096774,0.3864190837625372,5,18,0,8,0.4422428607940674,-1,0.478121934681295
haberman,Ripper-C,-1,-1,-1,4,0.0915701543501039,0.2608695652173913,0.3478260869565217,0.5489130434782609,0.4516129032258064,0.6672811059907835,0.4516129032258064,0.4665116122290761,8,15,2,6,0.3612582683563232,-1,0.46839487718254225
haberman,Ripper-C,-1,-1,-1,5,0.2492743090641719,0.3181818181818182,0.391304347826087,0.6331521739130435,0.5161290322580645,0.7537634408602151,0.5161290322580645,0.5292749519668318,9,14,1,7,0.3773963451385498,-1,0.5435337248033723
haberman,Ripper-C,-1,-1,-1,6,0.1846372364689991,0.3,0.4545454545454545,0.6022727272727273,0.5333333333333333,0.7000000000000001,0.5333333333333333,0.554449472096531,10,12,2,6,0.3919074535369873,-1,0.5409742860658743
haberman,Ripper-C,-1,-1,-1,7,0.2618924633082486,0.3333333333333333,0.5454545454545454,0.6477272727272727,0.6,0.7285714285714285,0.6,0.6222222222222221,12,10,2,6,0.4251124858856201,-1,0.6011141036848929
haberman,Ripper-C,-1,-1,-1,8,0.3024116491930132,0.35,0.4545454545454545,0.6647727272727273,0.5666666666666667,0.7649122807017543,0.5666666666666667,0.582716049382716,10,12,1,7,0.4408106803894043,-1,0.587191954070496
haberman,Ripper-C,-1,-1,-1,9,0.3947710169758614,0.3809523809523809,0.4090909090909091,0.7045454545454546,0.5666666666666667,0.834920634920635,0.5666666666666667,0.5729328883945125,9,13,0,8,0.4102692604064941,-1,0.6049694310796733
haberman,Ripper-C,-1,-1,-1,10,0.3752141853706119,0.3888888888888889,0.5454545454545454,0.7102272727272727,0.6333333333333333,0.7867269984917045,0.6333333333333333,0.6521904761904762,12,10,1,7,0.3788869380950928,-1,0.6467713016173582
haberman,SLAVE2-C,-1,-1,-1,1,0.2337231971529622,0.25,0.8695652173913043,0.6014492753623187,0.71875,0.6935096153846154,0.71875,0.6992346938775511,20,3,6,3,3.1637625694274902,-1,0.6655871841051397
haberman,SLAVE2-C,-1,-1,-1,2,-0.193046835626336,0.0,0.8695652173913043,0.4347826086956521,0.6451612903225806,0.5299539170506913,0.6451612903225806,0.58191018342821,20,3,8,0,3.256401300430298,-1,0.5455971072268979
haberman,SLAVE2-C,-1,-1,-1,3,0.0341261816394967,0.1538461538461538,0.782608695652174,0.5163043478260869,0.6451612903225806,0.630184331797235,0.6451612903225806,0.6371082132235187,18,5,6,2,2.933909177780152,-1,0.5820759744796907
haberman,SLAVE2-C,-1,-1,-1,4,0.342685147574115,0.3,0.9130434782608696,0.6440217391304348,0.7741935483870968,0.7540942928039702,0.7741935483870968,0.7550514002126906,21,2,5,3,3.142415761947632,-1,0.7195041192839814
haberman,SLAVE2-C,-1,-1,-1,5,0.2708681694429807,0.2727272727272727,0.8695652173913043,0.6222826086956521,0.7419354838709677,0.7225806451612904,0.7419354838709677,0.7288786482334868,20,3,5,3,3.1094508171081543,-1,0.6879000003375066
haberman,SLAVE2-C,-1,-1,-1,6,0.2069593385961789,0.2,0.9090909090909092,0.5795454545454545,0.7333333333333333,0.6974358974358974,0.7333333333333333,0.7,20,2,6,2,2.841994285583496,-1,0.667871276953119
haberman,SLAVE2-C,-1,-1,-1,7,0.1410190187044415,0.1111111111111111,0.9545454545454546,0.5397727272727273,0.7333333333333333,0.6833333333333333,0.7333333333333333,0.6693333333333334,21,1,7,1,2.7051444053649902,-1,0.654210041844313
haberman,SLAVE2-C,-1,-1,-1,8,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,3.197563409805298,-1,0.5968618899374634
haberman,SLAVE2-C,-1,-1,-1,9,0.3015113445777636,0.2222222222222222,0.9545454545454546,0.6022727272727274,0.7666666666666667,0.7481481481481481,0.7666666666666667,0.7255411255411256,21,1,6,2,3.303618907928467,-1,0.7025587322120532
haberman,SLAVE2-C,-1,-1,-1,10,0.3015113445777636,0.2222222222222222,0.9545454545454546,0.6022727272727274,0.7666666666666667,0.7481481481481481,0.7666666666666667,0.7255411255411256,21,1,6,2,2.5493438243865967,-1,0.7025587322120532
haberman,SLAVEv0-C,-1,-1,-1,1,0.1136584015456127,0.1666666666666666,0.8695652173913043,0.5458937198067633,0.6875,0.6449074074074074,0.6875,0.6553571428571427,20,3,7,2,2.188720703125,-1,0.6232996672592452
haberman,SLAVEv0-C,-1,-1,-1,2,-0.193046835626336,0.0,0.8695652173913043,0.4347826086956521,0.6451612903225806,0.5299539170506913,0.6451612903225806,0.58191018342821,20,3,8,0,2.407951831817627,-1,0.5455971072268979
haberman,SLAVEv0-C,-1,-1,-1,3,0.0341261816394967,0.1538461538461538,0.782608695652174,0.5163043478260869,0.6451612903225806,0.630184331797235,0.6451612903225806,0.6371082132235187,18,5,6,2,1.975974082946777,-1,0.5820759744796907
haberman,SLAVEv0-C,-1,-1,-1,4,0.2128141326896871,0.2,0.9130434782608696,0.5815217391304348,0.7419354838709677,0.7060931899641577,0.7419354838709677,0.7092473118279571,21,2,6,2,2.1295790672302246,-1,0.6741185779138984
haberman,SLAVEv0-C,-1,-1,-1,5,0.2708681694429807,0.2727272727272727,0.8695652173913043,0.6222826086956521,0.7419354838709677,0.7225806451612904,0.7419354838709677,0.7288786482334868,20,3,5,3,2.020712375640869,-1,0.6879000003375066
haberman,SLAVEv0-C,-1,-1,-1,6,0.1348399724926484,0.1818181818181818,0.8636363636363636,0.5568181818181819,0.7,0.6639999999999999,0.7,0.6749590834697218,19,3,6,2,1.898930072784424,-1,0.6351692713519052
haberman,SLAVEv0-C,-1,-1,-1,7,0.1410190187044415,0.1111111111111111,0.9545454545454546,0.5397727272727273,0.7333333333333333,0.6833333333333333,0.7333333333333333,0.6693333333333334,21,1,7,1,1.9036955833435056,-1,0.654210041844313
haberman,SLAVEv0-C,-1,-1,-1,8,-0.1119785021911708,0.0,0.9545454545454546,0.4772727272727273,0.7,0.5310344827586208,0.7,0.603921568627451,21,1,8,0,1.8997397422790527,-1,0.5968618899374634
haberman,SLAVEv0-C,-1,-1,-1,9,0.1410190187044415,0.1111111111111111,0.9545454545454546,0.5397727272727273,0.7333333333333333,0.6833333333333333,0.7333333333333333,0.6693333333333334,21,1,7,1,2.278675079345703,-1,0.654210041844313
haberman,SLAVEv0-C,-1,-1,-1,10,0.3015113445777636,0.2222222222222222,0.9545454545454546,0.6022727272727274,0.7666666666666667,0.7481481481481481,0.7666666666666667,0.7255411255411256,21,1,6,2,1.7295985221862793,-1,0.7025587322120532
heart,1R-C,-1,-1,-1,1,0.1823232246362438,0.3888888888888889,0.6,0.5916666666666667,0.5925925925925926,0.5964590964590966,0.5925925925925926,0.5937164750957854,9,6,5,7,0.3544929027557373,-1,0.5723650419806929
heart,1R-C,-1,-1,-1,2,0.25,0.4117647058823529,0.6666666666666666,0.6250000000000001,0.6296296296296297,0.6296296296296297,0.6296296296296297,0.6296296296296297,10,5,5,7,0.3907592296600342,-1,0.6111111111111112
heart,1R-C,-1,-1,-1,3,0.4719399037242694,0.5333333333333333,0.8,0.7333333333333333,0.7407407407407407,0.7398989898989898,0.7407407407407407,0.7392862708430732,12,3,4,8,0.4033238887786865,-1,0.7279993520885704
heart,1R-C,-1,-1,-1,4,0.4,0.5,0.7333333333333333,0.7000000000000001,0.7037037037037037,0.7037037037037037,0.7037037037037037,0.7037037037037037,11,4,4,8,0.3856790065765381,-1,0.6888888888888889
heart,1R-C,-1,-1,-1,5,0.4743416490252569,0.5,0.8666666666666667,0.7250000000000001,0.7407407407407407,0.7469135802469137,0.7407407407407407,0.734006734006734,13,2,5,7,0.4248232841491699,-1,0.7293035022043493
heart,1R-C,-1,-1,-1,6,0.7031441990842862,0.6923076923076923,0.9333333333333332,0.8416666666666667,0.8518518518518519,0.857516339869281,0.8518518518518519,0.8497474747474747,14,1,3,9,0.4286644458770752,-1,0.8457182121328636
heart,1R-C,-1,-1,-1,7,0.2400980191995123,0.375,0.7333333333333333,0.6166666666666667,0.6296296296296297,0.6261437908496732,0.6296296296296297,0.624368686868687,11,4,6,6,0.3413212299346924,-1,0.6112750534654222
heart,1R-C,-1,-1,-1,8,0.55,0.6,0.8,0.7750000000000001,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,12,3,3,9,0.4189927577972412,-1,0.7666666666666668
heart,1R-C,-1,-1,-1,9,0.55,0.6,0.8,0.7750000000000001,0.7777777777777778,0.7777777777777778,0.7777777777777778,0.7777777777777778,12,3,3,9,0.403085708618164,-1,0.7666666666666668
heart,1R-C,-1,-1,-1,10,0.2357797812857538,0.3333333333333333,0.8,0.6083333333333334,0.6296296296296297,0.6286549707602339,0.6296296296296297,0.6143790849673203,12,3,7,5,0.3713283538818359,-1,0.6120180338985958
