Dataset,Algorithm,Number of classes,Train size,Test size,CV index,MCC,TS,Specificity,AUC,Accuracy,Precision,Recall,F1,TN,FP,FN,TP,Train time [s],Prediction time [s],Mixed
type1diabetes2,C45RulesSA-C,-1,-1,-1,3,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,0.4766280651092529,-1,0.8374386723926607
type1diabetes2,C45RulesSA-C,-1,-1,-1,4,0.7526178090063816,0.7692307692307693,0.9166666666666666,0.875,0.875,0.8776223776223775,0.875,0.8747826086956522,11,1,2,10,0.4384903907775879,-1,0.8710953426647713
type1diabetes2,C45RulesSA-C,-1,-1,-1,5,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,0.4428470134735107,-1,0.7894287593593909
type1diabetes2,C45RulesSA-C,-1,-1,-1,6,0.647150228929434,0.7142857142857143,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,8,3,1,10,0.4504270553588867,-1,0.805628684717645
type1diabetes2,C45RulesSA-C,-1,-1,-1,7,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,0.4206244945526123,-1,0.8147195938085541
type1diabetes2,C45RulesSA-C,-1,-1,-1,8,0.4545454545454545,0.5714285714285714,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,8,3,3,8,0.4520862102508545,-1,0.7136363636363636
type1diabetes2,C45RulesSA-C,-1,-1,-1,9,0.8181818181818182,0.8333333333333334,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,10,1,1,10,0.4577410221099853,-1,0.9045454545454545
type1diabetes2,C45RulesSA-C,-1,-1,-1,10,0.5477225575051661,0.6153846153846154,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.775,0.7727272727272727,0.7722567287784678,9,2,3,8,0.513127326965332,-1,0.763863400602531
type1diabetes2,DT_GA-C,-1,-1,-1,1,0.7745966692414834,0.75,1.0,0.875,0.875,0.9,0.875,0.873015873015873,12,0,3,9,0.7658052444458008,-1,0.8774798334620741
type1diabetes2,DT_GA-C,-1,-1,-1,2,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,0.6078212261199951,-1,0.7894287593593909
type1diabetes2,DT_GA-C,-1,-1,-1,3,0.6761234037828132,0.6923076923076923,0.9166666666666666,0.8333333333333333,0.8333333333333334,0.8428571428571429,0.8333333333333334,0.8321678321678322,11,1,3,9,0.6651029586791992,-1,0.8301156939986645
type1diabetes2,DT_GA-C,-1,-1,-1,4,0.7526178090063816,0.7692307692307693,0.9166666666666666,0.875,0.875,0.8776223776223775,0.875,0.8747826086956522,11,1,2,10,0.8028569221496582,-1,0.8710953426647713
type1diabetes2,DT_GA-C,-1,-1,-1,5,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,0.7054243087768555,-1,0.7894287593593909
type1diabetes2,DT_GA-C,-1,-1,-1,6,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,0.7596099376678467,-1,0.8147195938085541
type1diabetes2,DT_GA-C,-1,-1,-1,7,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,0.8392133712768555,-1,0.8147195938085541
type1diabetes2,DT_GA-C,-1,-1,-1,8,0.5669467095138409,0.5833333333333334,0.9090909090909092,0.7727272727272727,0.7727272727272727,0.7946428571428572,0.7727272727272727,0.768421052631579,10,1,4,7,0.9093523025512696,-1,0.7703522056055622
type1diabetes2,DT_GA-C,-1,-1,-1,9,0.9128709291752768,0.9090909090909092,1.0,0.9545454545454546,0.9545454545454546,0.9583333333333331,0.9545454545454546,0.9544513457556936,11,0,1,10,0.9275996685028076,-1,0.9549238494890668
type1diabetes2,DT_GA-C,-1,-1,-1,10,0.3651483716701107,0.5333333333333333,0.6363636363636364,0.6818181818181818,0.6818181818181818,0.6833333333333332,0.6818181818181818,0.6811594202898551,7,4,3,8,0.67840576171875,-1,0.6637877216138085
type1diabetes2,DT_Oblique-C,-1,-1,-1,1,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,10,2,2,10,0.4604520797729492,-1,0.8250000000000001
type1diabetes2,DT_Oblique-C,-1,-1,-1,2,0.9198662110078,0.9230769230769232,0.9166666666666666,0.9583333333333331,0.9583333333333334,0.9615384615384616,0.9583333333333334,0.9582608695652176,11,1,0,12,0.482365608215332,-1,0.9544869002939798
type1diabetes2,DT_Oblique-C,-1,-1,-1,3,0.5853694070049635,0.6428571428571429,0.8333333333333334,0.7916666666666667,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,10,2,3,9,0.4532167911529541,-1,0.7835371183688962
type1diabetes2,DT_Oblique-C,-1,-1,-1,4,0.7526178090063816,0.7692307692307693,0.9166666666666666,0.875,0.875,0.8776223776223775,0.875,0.8747826086956522,11,1,2,10,0.4541058540344238,-1,0.8710953426647713
type1diabetes2,DT_Oblique-C,-1,-1,-1,5,0.5853694070049635,0.6666666666666666,0.75,0.7916666666666666,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,9,3,2,10,0.4428470134735107,-1,0.7793704517022295
type1diabetes2,DT_Oblique-C,-1,-1,-1,6,0.5423261445466404,0.6470588235294118,0.4545454545454545,0.7272727272727273,0.7272727272727273,0.8235294117647058,0.7272727272727273,0.7053571428571429,5,6,0,11,0.5137076377868652,-1,0.7092018687246582
type1diabetes2,DT_Oblique-C,-1,-1,-1,7,0.6831300510639732,0.7333333333333333,0.6363636363636364,0.8181818181818181,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.811965811965812,7,4,0,11,0.4518690109252929,-1,0.8047625631592593
type1diabetes2,DT_Oblique-C,-1,-1,-1,8,0.3651483716701107,0.5333333333333333,0.6363636363636364,0.6818181818181818,0.6818181818181818,0.6833333333333332,0.6818181818181818,0.6811594202898551,7,4,3,8,0.4208130836486816,-1,0.6637877216138085
type1diabetes2,DT_Oblique-C,-1,-1,-1,9,0.6363636363636364,0.6923076923076923,0.8181818181818182,0.8181818181818181,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,9,2,2,9,0.436586856842041,-1,0.8090909090909091
type1diabetes2,DT_Oblique-C,-1,-1,-1,10,0.5477225575051661,0.6153846153846154,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.775,0.7727272727272727,0.7722567287784678,9,2,3,8,0.5009839534759521,-1,0.763863400602531
type1diabetes2,EACH-C,-1,-1,-1,1,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,0.3979156017303467,-1,0.8374386723926607
type1diabetes2,EACH-C,-1,-1,-1,2,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,0.3631494045257568,-1,0.8374386723926607
type1diabetes2,EACH-C,-1,-1,-1,3,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,0.3746337890625,-1,0.8374386723926607
type1diabetes2,EACH-C,-1,-1,-1,4,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,0.3755156993865967,-1,0.7894287593593909
type1diabetes2,EACH-C,-1,-1,-1,5,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,0.3329856395721435,-1,0.7894287593593909
type1diabetes2,EACH-C,-1,-1,-1,6,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,0.3249490261077881,-1,0.8147195938085541
type1diabetes2,EACH-C,-1,-1,-1,7,0.6123724356957945,0.5454545454545454,1.0,0.7727272727272727,0.7727272727272727,0.84375,0.7727272727272727,0.7603485838779956,11,0,5,6,0.3989346027374267,-1,0.7796243036029715
type1diabetes2,EACH-C,-1,-1,-1,8,0.6831300510639732,0.6363636363636364,1.0,0.8181818181818181,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.811965811965812,11,0,4,7,0.3422112464904785,-1,0.8229443813410775
type1diabetes2,EACH-C,-1,-1,-1,9,0.7559289460184545,0.7272727272727273,1.0,0.8636363636363636,0.8636363636363636,0.8928571428571428,0.8636363636363636,0.8610526315789474,11,0,3,8,0.3267645835876465,-1,0.866530213534689
type1diabetes2,EACH-C,-1,-1,-1,10,0.4714045207910317,0.6111111111111112,0.3636363636363636,0.6818181818181819,0.6818181818181818,0.8055555555555555,0.6818181818181818,0.6459770114942529,4,7,0,11,0.3326609134674072,-1,0.661575276544602
type1diabetes2,GPR,-1,-1,-1,1,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,7.6208765506744385,-1,0.8374386723926607
type1diabetes2,GPR,-1,-1,-1,2,0.7526178090063816,0.7692307692307693,0.9166666666666666,0.875,0.875,0.8776223776223775,0.875,0.8747826086956522,11,1,2,10,8.120477676391602,-1,0.8710953426647713
type1diabetes2,GPR,-1,-1,-1,3,0.6761234037828132,0.6923076923076923,0.9166666666666666,0.8333333333333333,0.8333333333333334,0.8428571428571429,0.8333333333333334,0.8321678321678322,11,1,3,9,9.28309202194214,-1,0.8301156939986645
type1diabetes2,GPR,-1,-1,-1,4,0.641688947919748,0.5833333333333334,1.0,0.7916666666666667,0.7916666666666666,0.8529411764705882,0.7916666666666666,0.7822141560798549,12,0,5,7,7.760318279266357,-1,0.7976481728861835
type1diabetes2,GPR,-1,-1,-1,5,0.641688947919748,0.5833333333333334,1.0,0.7916666666666667,0.7916666666666666,0.8529411764705882,0.7916666666666666,0.7822141560798549,12,0,5,7,7.868807077407837,-1,0.7976481728861835
type1diabetes2,GPR,-1,-1,-1,6,0.6831300510639732,0.6363636363636364,1.0,0.8181818181818181,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.811965811965812,11,0,4,7,8.451654195785522,-1,0.8229443813410775
type1diabetes2,GPR,-1,-1,-1,7,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,10.592644214630129,-1,0.8147195938085541
type1diabetes2,GPR,-1,-1,-1,8,0.5669467095138409,0.5833333333333334,0.9090909090909092,0.7727272727272727,0.7727272727272727,0.7946428571428572,0.7727272727272727,0.768421052631579,10,1,4,7,10.11811137199402,-1,0.7703522056055622
type1diabetes2,GPR,-1,-1,-1,9,0.6363636363636364,0.6923076923076923,0.8181818181818182,0.8181818181818181,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.8181818181818182,9,2,2,9,8.728927612304688,-1,0.8090909090909091
type1diabetes2,GPR,-1,-1,-1,10,0.7302967433402214,0.75,0.9090909090909092,0.8636363636363636,0.8636363636363636,0.8666666666666668,0.8636363636363636,0.8633540372670807,10,1,2,9,8.494455337524414,-1,0.859393625045799
type1diabetes2,Hider-C,-1,-1,-1,1,0.8451542547285166,0.8333333333333334,1.0,0.9166666666666669,0.9166666666666666,0.9285714285714284,0.9166666666666666,0.916083916083916,12,0,2,10,5.144843101501465,-1,0.917852950831664
type1diabetes2,Hider-C,-1,-1,-1,2,0.4181210050035454,0.5333333333333333,0.75,0.7083333333333334,0.7083333333333334,0.7097902097902097,0.7083333333333334,0.7078260869565217,9,3,4,8,5.060635566711426,-1,0.695978894073021
type1diabetes2,Hider-C,-1,-1,-1,3,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,10,2,2,10,4.896602630615234,-1,0.8250000000000001
type1diabetes2,Hider-C,-1,-1,-1,4,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,5.010115623474121,-1,0.8374386723926607
type1diabetes2,Hider-C,-1,-1,-1,5,0.4303314829119352,0.5882352941176471,0.5833333333333334,0.7083333333333334,0.7083333333333334,0.7222222222222223,0.7083333333333334,0.7037037037037037,7,5,2,10,4.579576253890991,-1,0.6888776852567079
type1diabetes2,Hider-C,-1,-1,-1,6,0.647150228929434,0.7142857142857143,0.7272727272727273,0.8181818181818182,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,8,3,1,10,5.498375654220581,-1,0.805628684717645
type1diabetes2,Hider-C,-1,-1,-1,7,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,4.647625684738159,-1,0.8147195938085541
type1diabetes2,Hider-C,-1,-1,-1,8,0.3651483716701107,0.5,0.7272727272727273,0.6818181818181819,0.6818181818181818,0.6833333333333332,0.6818181818181818,0.6811594202898551,8,3,4,7,4.921251535415649,-1,0.668333176159263
type1diabetes2,Hider-C,-1,-1,-1,9,0.5669467095138409,0.5833333333333334,0.9090909090909092,0.7727272727272727,0.7727272727272727,0.7946428571428572,0.7727272727272727,0.768421052631579,10,1,4,7,5.455660343170166,-1,0.7703522056055622
type1diabetes2,Hider-C,-1,-1,-1,10,0.4622501635210242,0.5384615384615384,0.8181818181818182,0.7272727272727272,0.7272727272727273,0.735042735042735,0.7272727272727273,0.7250000000000001,9,2,4,7,4.9791319370269775,-1,0.718955554019097
type1diabetes2,NSLV-C,-1,-1,-1,1,0.5853694070049635,0.6666666666666666,0.75,0.7916666666666666,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,9,3,2,10,1.9348280429840088,-1,0.7793704517022295
type1diabetes2,NSLV-C,-1,-1,-1,2,0.8333333333333334,0.8461538461538461,0.9166666666666666,0.9166666666666664,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,11,1,1,11,1.996708631515503,-1,0.9124999999999999
type1diabetes2,NSLV-C,-1,-1,-1,3,0.50709255283711,0.5714285714285714,0.8333333333333334,0.75,0.75,0.7571428571428571,0.75,0.7482517482517482,10,2,4,8,1.496427059173584,-1,0.742378437165665
type1diabetes2,NSLV-C,-1,-1,-1,4,0.5853694070049635,0.6428571428571429,0.8333333333333334,0.7916666666666667,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,10,2,3,9,1.6672654151916504,-1,0.7835371183688962
type1diabetes2,NSLV-C,-1,-1,-1,5,0.8333333333333334,0.8461538461538461,0.9166666666666666,0.9166666666666664,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.9166666666666666,11,1,1,11,2.100085020065308,-1,0.9124999999999999
type1diabetes2,NSLV-C,-1,-1,-1,6,0.8181818181818182,0.8333333333333334,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,10,1,1,10,1.833791255950928,-1,0.9045454545454545
type1diabetes2,NSLV-C,-1,-1,-1,7,0.8181818181818182,0.8333333333333334,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,10,1,1,10,2.2341129779815674,-1,0.9045454545454545
type1diabetes2,NSLV-C,-1,-1,-1,8,0.5669467095138409,0.5833333333333334,0.9090909090909092,0.7727272727272727,0.7727272727272727,0.7946428571428572,0.7727272727272727,0.768421052631579,10,1,4,7,1.783184051513672,-1,0.7703522056055622
type1diabetes2,NSLV-C,-1,-1,-1,9,0.8320502943378437,0.8181818181818182,1.0,0.9090909090909092,0.9090909090909092,0.923076923076923,0.9090909090909092,0.9083333333333332,11,0,2,9,2.5393402576446533,-1,0.9104836335980111
type1diabetes2,NSLV-C,-1,-1,-1,10,0.7559289460184545,0.7272727272727273,1.0,0.8636363636363636,0.8636363636363636,0.8928571428571428,0.8636363636363636,0.8610526315789474,11,0,3,8,2.355045795440674,-1,0.866530213534689
type1diabetes2,OCEC-C,-1,-1,-1,1,0.5853694070049635,0.6666666666666666,0.75,0.7916666666666666,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,9,3,2,10,0.6638250350952148,-1,0.7793704517022295
type1diabetes2,OCEC-C,-1,-1,-1,2,0.5853694070049635,0.6428571428571429,0.8333333333333334,0.7916666666666667,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,10,2,3,9,0.7090446949005127,-1,0.7835371183688962
type1diabetes2,OCEC-C,-1,-1,-1,3,0.5853694070049635,0.6428571428571429,0.8333333333333334,0.7916666666666667,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,10,2,3,9,0.7798430919647217,-1,0.7835371183688962
type1diabetes2,OCEC-C,-1,-1,-1,4,0.4181210050035454,0.5333333333333333,0.75,0.7083333333333334,0.7083333333333334,0.7097902097902097,0.7083333333333334,0.7078260869565217,9,3,4,8,0.661367654800415,-1,0.695978894073021
type1diabetes2,OCEC-C,-1,-1,-1,5,0.4181210050035454,0.5625,0.6666666666666666,0.7083333333333334,0.7083333333333334,0.7097902097902097,0.7083333333333334,0.7078260869565217,8,4,3,9,0.7266778945922852,-1,0.6918122274063544
type1diabetes2,OCEC-C,-1,-1,-1,6,0.3651483716701107,0.5,0.7272727272727273,0.6818181818181819,0.6818181818181818,0.6833333333333332,0.6818181818181818,0.6811594202898551,8,3,4,7,0.7032208442687988,-1,0.668333176159263
type1diabetes2,OCEC-C,-1,-1,-1,7,0.5477225575051661,0.6153846153846154,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.775,0.7727272727272727,0.7722567287784678,9,2,3,8,0.7072954177856445,-1,0.763863400602531
type1diabetes2,OCEC-C,-1,-1,-1,8,0.1825741858350553,0.4375,0.5454545454545454,0.5909090909090908,0.5909090909090909,0.5916666666666667,0.5909090909090909,0.5900621118012421,6,5,4,7,0.652064323425293,-1,0.5682574971705406
type1diabetes2,OCEC-C,-1,-1,-1,9,0.5669467095138409,0.5833333333333334,0.9090909090909092,0.7727272727272727,0.7727272727272727,0.7946428571428572,0.7727272727272727,0.768421052631579,10,1,4,7,0.671541690826416,-1,0.7703522056055622
type1diabetes2,OCEC-C,-1,-1,-1,10,0.4545454545454545,0.5714285714285714,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,0.7272727272727273,8,3,3,8,0.8480374813079834,-1,0.7136363636363636
type1diabetes2,OIGA-C,-1,-1,-1,1,0.6761234037828132,0.6923076923076923,0.9166666666666666,0.8333333333333333,0.8333333333333334,0.8428571428571429,0.8333333333333334,0.8321678321678322,11,1,3,9,8.410436868667603,-1,0.8301156939986645
type1diabetes2,OIGA-C,-1,-1,-1,2,0.7745966692414834,0.75,1.0,0.875,0.875,0.9,0.875,0.873015873015873,12,0,3,9,5.631582498550415,-1,0.8774798334620741
type1diabetes2,OIGA-C,-1,-1,-1,3,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,6.694822788238525,-1,0.7894287593593909
type1diabetes2,OIGA-C,-1,-1,-1,4,0.7071067811865476,0.6666666666666666,1.0,0.8333333333333333,0.8333333333333334,0.875,0.8333333333333334,0.8285714285714286,12,0,4,8,7.300562381744385,-1,0.8374386723926607
type1diabetes2,OIGA-C,-1,-1,-1,5,0.6761234037828132,0.6923076923076923,0.9166666666666666,0.8333333333333333,0.8333333333333334,0.8428571428571429,0.8333333333333334,0.8321678321678322,11,1,3,9,6.742856740951538,-1,0.8301156939986645
type1diabetes2,OIGA-C,-1,-1,-1,6,0.9128709291752768,0.9090909090909092,1.0,0.9545454545454546,0.9545454545454546,0.9583333333333331,0.9545454545454546,0.9544513457556936,11,0,1,10,6.622596025466919,-1,0.9549238494890668
type1diabetes2,OIGA-C,-1,-1,-1,7,0.8320502943378437,0.8181818181818182,1.0,0.9090909090909092,0.9090909090909092,0.923076923076923,0.9090909090909092,0.9083333333333332,11,0,2,9,6.627230882644653,-1,0.9104836335980111
type1diabetes2,OIGA-C,-1,-1,-1,8,0.6831300510639732,0.6363636363636364,1.0,0.8181818181818181,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.811965811965812,11,0,4,7,5.895907163619995,-1,0.8229443813410775
type1diabetes2,OIGA-C,-1,-1,-1,9,0.7302967433402214,0.75,0.9090909090909092,0.8636363636363636,0.8636363636363636,0.8666666666666668,0.8636363636363636,0.8633540372670807,10,1,2,9,6.379873037338257,-1,0.859393625045799
type1diabetes2,OIGA-C,-1,-1,-1,10,0.6831300510639732,0.6363636363636364,1.0,0.8181818181818181,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.811965811965812,11,0,4,7,6.021417856216431,-1,0.8229443813410775
type1diabetes2,PGIRLA-C,-1,-1,-1,1,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,1.710623025894165,-1,0.7894287593593909
type1diabetes2,PGIRLA-C,-1,-1,-1,2,0.5853694070049635,0.6428571428571429,0.8333333333333334,0.7916666666666667,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,10,2,3,9,1.689018964767456,-1,0.7835371183688962
type1diabetes2,PGIRLA-C,-1,-1,-1,3,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,1.6357204914093018,-1,0.7894287593593909
type1diabetes2,PGIRLA-C,-1,-1,-1,4,0.7526178090063816,0.7692307692307693,0.9166666666666666,0.875,0.875,0.8776223776223775,0.875,0.8747826086956522,11,1,2,10,1.8506839275360107,-1,0.8710953426647713
type1diabetes2,PGIRLA-C,-1,-1,-1,5,0.7745966692414834,0.75,1.0,0.875,0.875,0.9,0.875,0.873015873015873,12,0,3,9,1.7542154788970947,-1,0.8774798334620741
type1diabetes2,PGIRLA-C,-1,-1,-1,6,0.8181818181818182,0.8333333333333334,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092,10,1,1,10,1.684253454208374,-1,0.9045454545454545
type1diabetes2,PGIRLA-C,-1,-1,-1,7,0.7302967433402214,0.7692307692307693,0.8181818181818182,0.8636363636363635,0.8636363636363636,0.8666666666666668,0.8636363636363636,0.8633540372670807,9,2,1,10,1.7747225761413574,-1,0.8548481705003445
type1diabetes2,PGIRLA-C,-1,-1,-1,8,0.7559289460184545,0.7272727272727273,1.0,0.8636363636363636,0.8636363636363636,0.8928571428571428,0.8636363636363636,0.8610526315789474,11,0,3,8,1.6399760246276855,-1,0.866530213534689
type1diabetes2,PGIRLA-C,-1,-1,-1,9,0.7559289460184545,0.7272727272727273,1.0,0.8636363636363636,0.8636363636363636,0.8928571428571428,0.8636363636363636,0.8610526315789474,11,0,3,8,1.6992146968841553,-1,0.866530213534689
type1diabetes2,PGIRLA-C,-1,-1,-1,10,0.8320502943378437,0.8181818181818182,1.0,0.9090909090909092,0.9090909090909092,0.923076923076923,0.9090909090909092,0.9083333333333332,11,0,2,9,1.878223419189453,-1,0.9104836335980111
type1diabetes2,Ripper-C,-1,-1,-1,1,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,0.4365937709808349,-1,0.7894287593593909
type1diabetes2,Ripper-C,-1,-1,-1,2,0.7745966692414834,0.75,1.0,0.875,0.875,0.9,0.875,0.873015873015873,12,0,3,9,0.5112485885620117,-1,0.8774798334620741
type1diabetes2,Ripper-C,-1,-1,-1,3,0.3333333333333333,0.5,0.6666666666666666,0.6666666666666667,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,8,4,4,8,0.5047814846038818,-1,0.65
type1diabetes2,Ripper-C,-1,-1,-1,4,0.6761234037828132,0.6923076923076923,0.9166666666666666,0.8333333333333333,0.8333333333333334,0.8428571428571429,0.8333333333333334,0.8321678321678322,11,1,3,9,0.4981532096862793,-1,0.8301156939986645
type1diabetes2,Ripper-C,-1,-1,-1,5,0.7526178090063816,0.7692307692307693,0.9166666666666666,0.875,0.875,0.8776223776223775,0.875,0.8747826086956522,11,1,2,10,0.5424761772155762,-1,0.8710953426647713
type1diabetes2,Ripper-C,-1,-1,-1,6,0.7302967433402214,0.75,0.9090909090909092,0.8636363636363636,0.8636363636363636,0.8666666666666668,0.8636363636363636,0.8633540372670807,10,1,2,9,0.4594767093658447,-1,0.859393625045799
type1diabetes2,Ripper-C,-1,-1,-1,7,0.7302967433402214,0.75,0.9090909090909092,0.8636363636363636,0.8636363636363636,0.8666666666666668,0.8636363636363636,0.8633540372670807,10,1,2,9,0.4149119853973388,-1,0.859393625045799
type1diabetes2,Ripper-C,-1,-1,-1,8,0.6831300510639732,0.6363636363636364,1.0,0.8181818181818181,0.8181818181818182,0.8666666666666667,0.8181818181818182,0.811965811965812,11,0,4,7,0.4396066665649414,-1,0.8229443813410775
type1diabetes2,Ripper-C,-1,-1,-1,9,0.647150228929434,0.6666666666666666,0.9090909090909092,0.8181818181818181,0.8181818181818182,0.829059829059829,0.8181818181818182,0.8166666666666665,10,1,3,8,0.4285616874694824,-1,0.8147195938085541
type1diabetes2,Ripper-C,-1,-1,-1,10,0.5477225575051661,0.6153846153846154,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.775,0.7727272727272727,0.7722567287784678,9,2,3,8,0.4897534847259521,-1,0.763863400602531
type1diabetes2,SLAVE2-C,-1,-1,-1,1,0.6666666666666666,0.7142857142857143,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,0.8333333333333334,10,2,2,10,3.737943172454834,-1,0.8250000000000001
type1diabetes2,SLAVE2-C,-1,-1,-1,2,0.7745966692414834,0.75,1.0,0.875,0.875,0.9,0.875,0.873015873015873,12,0,3,9,3.774885892868042,-1,0.8774798334620741
type1diabetes2,SLAVE2-C,-1,-1,-1,3,0.7745966692414834,0.75,1.0,0.875,0.875,0.9,0.875,0.873015873015873,12,0,3,9,3.675555944442749,-1,0.8774798334620741
type1diabetes2,SLAVE2-C,-1,-1,-1,4,0.6024640760767094,0.6153846153846154,0.9166666666666666,0.7916666666666666,0.7916666666666666,0.811111111111111,0.7916666666666666,0.7883597883597884,11,1,4,8,4.815823078155518,-1,0.7894287593593909
type1diabetes2,SLAVE2-C,-1,-1,-1,5,0.5853694070049635,0.6428571428571429,0.8333333333333334,0.7916666666666667,0.7916666666666666,0.7937062937062938,0.7916666666666666,0.7913043478260869,10,2,3,9,4.168857574462891,-1,0.7835371183688962
type1diabetes2,SLAVE2-C,-1,-1,-1,6,0.5477225575051661,0.6153846153846154,0.8181818181818182,0.7727272727272727,0.7727272727272727,0.775,0.7727272727272727,0.7722567287784678,9,2,3,8,4.611797332763672,-1,0.763863400602531
